periodo,año,trimestre,tipo_cuenta,sector_activo_codigo,sector_activo_nombre,sector_pasivo_codigo,sector_pasivo_nombre,instrumento,valor
2003T2,2003,2,Financiera,S2,Resto del mundo,S128,Compañías de seguro,Prestamos,0.002322719
2003T2,2003,2,Financiera,S2,Resto del mundo,S13,Gobierno general,Prestamos,-21.909545988999998
2003T2,2003,2,Financiera,S11,Empresas no financieras,S11,Empresas no financieras,Titulos deuda,44.071862657624784
2003T2,2003,2,Financiera,S11,Empresas no financieras,S121,Banco Central,Titulos deuda,-72.50367298807724
2003T2,2003,2,Financiera,S11,Empresas no financieras,S122,Bancos y cooperativas,Titulos deuda,125.32042718813734
2003T2,2003,2,Financiera,S11,Empresas no financieras,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Titulos deuda,-21.90138535911443
2003T2,2003,2,Financiera,S11,Empresas no financieras,S13,Gobierno general,Titulos deuda,-23.806450569000003
2003T2,2003,2,Financiera,S11,Empresas no financieras,S2,Resto del mundo,Titulos deuda,-45.77880682599999
2003T2,2003,2,Financiera,S121,Banco Central,S2,Resto del mundo,Titulos deuda,-398.50207129499995
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S11,Empresas no financieras,Titulos deuda,-47.208298758991795
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S121,Banco Central,Titulos deuda,41.72302236063912
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S122,Bancos y cooperativas,Titulos deuda,-24.398360095897992
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S125_S126,Otros intermediarios financieros y Auxiliares financieros,Titulos deuda,27.319010745363624
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S13,Gobierno general,Titulos deuda,-35.04602
2003T2,2003,2,Financiera,S122,Bancos y cooperativas,S2,Resto del mundo,Titulos deuda,55.66169509000001
2003T2,2003,2,Financiera,S123,Fondos del mercado monetario,S11,Empresas no financieras,Titulos deuda,31.318161307999993
2003T2,2003,2,Financiera,S123,Fondos del mercado monetario,S121,Banco Central,Titulos deuda,-72.42715468299997
